year;month;revenue
2024;12;104558902
2023;1;22780472
2024;9;88872015
2024;6;56569140
2023;6;142645307
2024;9;50668596
2024;3;28289952
2024;1;38660643
2023;9;87143346
2023;12;30333384
2023;5;141245272
2024;1;45876005
2024;8;17908477
2024;2;17003754
2023;9;25711827
2023;11;60792992
2024;8;46687710
2024;6;59616981
2023;7;14265417
2024;9;53075640
2023;8;4534316
2023;4;4128772
2023;6;122663964
2024;9;61208112
2024;9;39435242
2024;9;19679112
2024;9;27180237
2023;3;26017224
2023;10;115506573
2024;9;67189876
2024;5;121577112
2023;2;119559860
2024;3;8550200
2024;8;33859606
2023;12;54859110
2024;8;127558018
2023;9;13453071
2023;9;122926254
2023;12;6077599
2024;12;15849254
2024;3;30502864
2023;2;89698725
2024;8;91361265
2023;2;35255888
2024;1;99094170
2023;8;33944248
2024;10;84313715
2023;6;23499339
2023;1;58831668
2024;2;51286920
2023;11;31173800
2023;10;15198932
2024;10;17718337
2023;5;124481476
2023;1;29059040
2023;12;35962040
2024;7;46162698
2023;2;34433482
2024;11;58746855
2023;3;32649022
2024;2;8697071
2023;5;136664199
2024;4;109825590
2024;11;106744452
2023;9;16682111
2024;12;66100728
2024;4;27307194
2024;5;23256816
2023;8;53320980
2024;3;71305492
2023;12;42915555
2024;1;69558304
2024;7;106172633
2023;4;52949008
2023;3;57765596
2023;2;17924012
2023;1;35575496
2024;2;23765298
2024;10;62530601
2023;1;107289707
2023;9;106356714
2023;11;119122017
2023;1;59839827
2023;9;25260888
2023;4;25392612
2024;11;122243303
2024;9;55211826
2024;8;138931247
2023;12;32337193
2024;7;29466414
2023;8;59563144
2024;10;43494155
2024;9;25284828
2023;1;50653323
2023;9;52050267
2023;11;87535060
2023;1;37043616
2024;9;8991060
2023;11;20398717
2024;10;15282180
2024;10;26643369
2024;6;18174668
2024;4;17112280
2024;12;23241630
2023;7;4893620
2023;9;8685924
2024;4;92621196
2024;5;13128249
2024;1;9153626
2024;6;16581075
2023;7;17310460
2023;2;45824028
2023;7;50533959
2023;11;23424608
2024;8;33426704
2023;5;24084417
2023;1;120328194
2024;9;92718936
2023;12;97866550
2024;5;9635456
2023;6;12058676
2023;9;141226869
2024;3;16580466
2024;8;15452983
2024;6;12083007
2023;3;29423386
2024;8;8647929
2024;7;110118504
2023;1;59280528
2023;2;38907858
2023;12;35478828
2023;9;29213838
2024;7;45257280
2024;9;17429474
2023;6;45555990
2023;10;30914462
2023;9;53708081
2024;8;27038406
2024;12;11453508
2023;7;108285310
2023;12;14542139
2024;10;36626290
2024;6;29466122
2024;3;38665263
2023;9;43595566
2024;12;19579949
2024;2;88622410
2024;3;22504368
2023;8;25723554
2024;12;8247042
2023;9;72643248
2024;8;8341423
2024;10;52095918
2024;3;89485704
2024;1;78412976
2023;12;16818517
2024;4;73798585
2023;8;17287833
2024;4;33703880
2024;7;5907899
2024;12;102810108
2023;3;76485495
2023;9;17612741
2023;6;23390420
2024;9;51780372
2023;3;24701290
2023;6;120515458
2023;7;90357642
2024;10;18011562
2024;11;110296008
2024;4;97872925
2024;3;87707988
2024;3;90789708
2024;2;45362901
2023;11;71343088
2024;10;16652398
2023;4;73540900
2024;5;117716676
2023;4;24944991
2024;4;60716264
2024;3;24071775
2024;7;28613505
2024;4;62309758
2023;9;16856618
2024;10;99888282
2024;6;78357440
2024;12;106403626
2024;7;33336485
2024;8;17759357
2023;8;7768054
2023;7;14836743
2024;2;72534400
2023;12;16853148
2024;8;108135272
2024;10;73130876
2024;10;18910886
2023;9;110883660
2024;4;51720855
2023;2;24531340
2024;8;50320494
2023;2;16843265
2023;7;8244981
2023;9;78269772
2024;11;40204414
2024;3;31315944
2024;12;35429600
2023;11;11523222
2023;8;58927674
2023;4;57520365
2023;4;49662504
2023;9;100885956
2023;5;87087520
2023;10;70582036
2024;6;104765500
2024;11;7924124
2024;1;25913492
2023;8;12541461
2023;5;52709253
2023;1;50545905
2024;12;29142841
2024;11;14921199
2023;2;127436246
2024;9;39777260
2024;7;19870676
2023;5;8228623
2023;9;66142916
2023;8;23501328
2023;5;88071080
2023;4;7784153
2023;8;12130959
2024;12;8490637
2023;5;33334600
2023;1;87513834
2023;5;88466920
2024;5;26939979
2023;10;16933472
2024;11;25852912
2023;6;68078916
2024;9;47274210
2024;6;16240614
2024;6;28473240
2024;12;42102228
2023;3;55232709
2023;1;45820905
2023;11;22316300
2023;2;19065164
2023;3;23863504
2023;12;13088001
2023;8;121046652
2024;10;60120546
2024;6;86036725
2023;10;17039632
2023;9;106386144
2023;1;83496860
2023;10;9296717
2024;1;7875261
2023;11;119279566
2023;11;59046048
2024;9;22761054
2024;9;117155634
2023;10;79666552
2024;8;104650488
2023;6;137919180
2024;12;45359860
2023;10;117750857
2024;6;30487852
2023;5;100706840
2023;1;30159760
2023;2;34070780
2024;7;17515206
2024;12;19567473
2024;2;90990984
2023;5;119167055
2023;5;39546408
2023;4;51915606
2024;11;141255646
2024;11;22891496
2024;8;29096280
2024;4;28250946
2023;5;19271292
2024;8;17734280
2024;6;50857965
2023;9;89777900
2024;5;30707288
2023;1;116534299
2024;8;31847802
2023;8;17947219
2023;9;46266690
2024;8;108290400
2024;11;44250969
2023;7;61233600
2023;6;6247457
2023;11;16752360
2024;4;107321956
2024;10;58107532
2023;8;128453108
2024;4;12742748
2023;10;38800235
2024;9;17649288
2024;3;78209260
2024;6;110836332
2023;12;76864620
2024;9;67226076
2024;12;91429585
2023;6;15033152
2024;4;53304537
2024;3;8357796
2023;9;141393392
2023;1;23810412
2023;2;73157724
2023;9;106748244
2024;10;34317236
2023;3;47167026
2023;6;16508899
2024;3;11699080
2023;7;44288613
2023;8;83878125
2024;2;18660436
2024;4;99252065
2023;10;24299650
2023;12;54033133
2024;4;121553481
2024;6;83420760
2024;1;138990145
2023;12;6301745
2024;1;27254895
2024;9;41120530
2023;3;16119912
2023;9;91101700
2023;9;60967326
2023;3;4964077
2024;3;58915244
2024;1;120660360
2023;10;12768428
2023;3;99723745
2023;6;33290856
2023;8;40297005
2023;11;44971923
2024;7;85691735
2023;9;44439038
2023;12;104854836
2023;9;34329500
2023;1;27796395
2024;8;53696682
2024;1;29062896
2024;11;84887670
2024;5;57231461
2024;12;26931609
2024;9;105993408
2023;12;22934530
2023;9;8266362
2023;6;124202764
2024;7;103449220
2024;3;29661736
2023;11;53784990
2023;6;90924110
2024;2;52999356
2024;11;4876879
2024;3;89789892
2024;10;105045535
2024;6;4997589
2023;2;17677815
2024;3;23663370
2024;4;107992157
2024;5;61346388
2023;3;31644550
2023;3;35037000
2024;5;54424431
2024;5;9683444
2023;3;27588939
2023;12;6407141
2024;10;141314474
2023;5;6171496
2024;5;69381584
2023;10;141855133
2024;4;62378330
2024;1;16197374
2023;7;39222896
2023;4;22151915
2024;4;17622715
2024;1;105844884
2024;3;4325154
2023;1;55330470
2024;4;87010956
2023;12;73962885
2023;12;56362887
2023;12;12907572
2023;11;35663340
2023;4;79946408
2023;11;59958642
2023;3;99725934
2024;5;33539681
2024;1;18031248
2023;11;14268819
2024;1;11935288
2024;2;38474934
2023;3;49147518
2023;12;61438412
2024;5;69368096
2024;3;16634137
2024;5;5683644
2023;11;35795260
2023;2;63796432
2024;11;22592124
2023;4;101263440
2023;3;34093260
2023;3;46168350
2023;1;36868296
2023;1;35155528
2024;5;24180944
2024;7;52786962
2024;1;66852932
2023;10;32071885
2024;5;101809250
2024;9;36254164
2023;12;5791642
2024;4;18022736
2023;10;50521302
2023;8;30329202
2024;10;39492586
2023;5;39619716
2023;10;19654076
2023;9;9449586
2023;6;51300852
2024;5;60935016
2023;6;53150763
2024;3;34120128
2023;8;20444938
2024;11;36126046
2023;12;21901675
2024;12;14023533
2024;1;53668242
2024;3;78485956
2023;10;125601049
2024;10;90525130
2024;10;61389398
2024;9;9060522
2023;5;18839596
2023;1;51531162
2024;2;19843244
2024;10;75314975
2023;5;51051726
2023;9;100461475
2024;5;55657238
2024;1;72685448
2024;1;16075164
2023;8;9035035
2023;11;101538768
2023;2;33925572
2023;7;9391445
2023;9;24327210
2024;7;66203052
2023;4;28932570
2024;10;15205198
2024;9;51223410
2024;2;27556404
2024;10;61966072
2024;8;24781776
2024;9;17675725
2023;7;56727552
2023;1;79854360
2023;10;50002959
2023;3;8099474
2023;9;46426329
2024;5;123782386
2023;4;97958260
2023;4;29717185
2023;1;63362551
2024;7;117406926
2023;4;32125445
2024;7;17968404
2024;4;141809367
2023;11;17447862
2023;6;54513882
2024;12;34708968
2023;12;103333770
2023;9;50187486
2024;8;69625512
2024;7;18182610
2023;10;17200362
2024;7;28597605
2024;12;67822360
2024;10;20327315
2024;9;12932844
2023;10;54023346
2024;12;53485686
2023;10;11774988
2024;11;54014828
2023;8;32282085
2024;8;141300096
2024;10;11618998
2024;1;26337456
2023;6;100761775
2024;7;30761375
2024;11;17845776
2023;12;32544124
2023;8;119470434
2023;3;100293920
2023;2;88931034
2023;5;32479824
2024;6;139372205
2024;8;13115565
2023;7;22371980
2024;2;17963256
2024;3;44345623
2024;10;75710720
2024;8;58764279
2024;8;45906276
2023;1;7501834
2024;6;19598172
2023;2;19785979
2024;3;106295682
2023;6;23693704
2024;8;28305684
2024;4;40027636
2024;6;105710790
2024;9;116353657
2023;8;85912840
2023;12;18336824
2024;1;39117834
2024;4;34647424
2024;12;40191020
2024;10;4710081
2023;3;81208916
2024;5;19279272
2023;1;22381860
2024;2;43320380
2024;4;122504622
2024;5;43955485
2024;11;15646672
2024;4;16420110
2023;11;90968994
2023;10;71093016
2024;11;85976585
2023;5;50832792
2023;7;15839994
2023;7;33268782
2023;4;140825223
2023;4;14653183
2023;9;92095955
2023;6;81228852
2024;1;92068205
2023;8;27895794
2023;9;8018320
2024;2;17056145
2024;10;17977878
2024;12;29934486
2023;8;33067686
2023;12;36807286
2023;5;44469690
2023;3;24568512
2024;2;34771872
2023;2;36481372
2024;12;17577487
2023;9;56632905
2024;8;58102597
2023;1;66849308
2024;1;40950180
2024;9;17512392
2024;11;122123352
2023;12;50434755
2023;7;124062785
2024;10;8619847
2023;9;17410376
2023;9;21067635
2023;3;31578330
2024;2;92284155
2024;2;52312362
2024;11;75114745
2023;6;66454284
2024;4;31700221
2024;3;7964353
2024;1;52340064
2023;5;7572078
2023;11;8108581
2024;1;25877454
2024;7;5538008
2023;4;87007540
2024;8;61707499
2023;12;104307994
2024;5;105833154
2024;9;16854060
2023;8;63104335
2024;8;15121310
2023;11;18229465
2024;6;9176254
2023;1;79426956
2024;8;120023330
2023;2;39413042
2024;11;123643702
2024;4;118459056
2024;5;48705066
2024;4;54162479
2024;4;28043823
2023;4;25756902
2023;9;16773128
2023;5;87924945
2024;9;102245060
2024;12;52063986
2024;3;91086720
2023;9;14962167
2024;12;8300202
2024;6;5789933
2024;4;30828582
2024;5;30638040
2024;9;56183904
2024;7;142187073
2023;10;124587687
2024;1;35775200
2024;4;52094280
2023;6;98548735
2023;7;59719722
2023;9;15391122
2023;12;27955428
2023;10;54223981
2024;10;120070713
2024;5;127941814
2023;12;100008042
2024;11;90671838
2023;9;39752720
2024;3;52715466
2023;1;44154375
2024;8;24770526
2024;8;14830684
2023;5;33828866
2024;9;4340563
2023;1;81065024
2024;12;29731240
2023;11;88981605
2024;2;80687280
2023;9;61838196
2024;5;29426534
2023;10;18714120
2024;10;90328395
2023;4;103141524
2023;12;61636612
2023;12;58654340
2023;9;29791950
2023;11;69858724
2023;11;70696420
2023;9;51466401
2024;6;14671908
2024;4;120576526
2023;11;23998677
2024;11;80145040
2023;11;30206522
2023;12;33170714
2023;1;60935085
2024;10;103183920
2024;9;17715822
2023;5;41601245
2024;3;34972336
2024;11;5697761
2024;12;58933490
2023;12;22827888
2024;2;73446476
2024;3;51528987
2023;3;79161344
2024;8;28124394
2023;8;36687992
2024;3;19738269
2023;11;88326680
2023;4;7632130
2024;5;101660185
2023;11;115512054
2023;2;40902266
2024;4;9327561
2024;2;24753025
2023;5;34350652
2024;2;23761516
2023;4;12919071
2024;8;8524778
2023;5;15204748
2024;2;59319297
2023;4;11191808
2023;8;102012330
2024;8;28650153
2023;11;9004833
2023;8;15122481
2023;4;36819950
2023;2;32439368
2024;1;27677376
2024;2;75383710
2024;6;30132522
2023;1;18107351
2023;3;30365625
2024;10;45231435
2023;12;33812232
2024;10;81959952
2023;9;12712764
2024;2;36671008
2024;5;122234924
2023;1;29388456
2024;2;14520425
2024;3;15425602
2023;8;91135860
2024;3;122202500
2024;12;45893037
2023;5;88783355
2023;3;52590055
2024;7;28618674
2023;6;23564144
2023;8;14837004
2023;8;8764211
2024;12;59054555
2023;4;60027532
2023;10;11014318
2023;3;20086560
2023;4;78383348
2023;10;36959844
2024;9;17656126
2023;1;54637215
2023;11;122339210
2023;5;99025095
2024;2;12254757
2024;3;104657136
2024;3;38907935
2024;12;123185013
2024;8;8914396
2023;9;73682136
2024;5;46224804
2024;7;5810962
2023;12;35134998
2024;7;16745576
2024;6;18990012
2023;2;105270277
2024;7;44390227
2024;3;17614832
2024;3;52754548
2024;4;17910710
2023;3;18473284
2023;8;117288220
2024;5;101452254
2024;4;85424445
2024;1;9238764
2023;10;8263256
2024;3;34123114
2023;3;75751770
2023;3;98373755
2024;7;51635271
2023;5;9219895
2023;5;34844790
2023;10;17353058
2024;11;23766704
2023;10;38666005
2023;10;66421100
2023;6;65923711
2023;1;5869821
2024;7;118414926
2024;5;102027352
2024;6;76291045
2024;4;140773654
2023;3;15400528
2023;6;28901404
2024;5;18533992
2023;2;22467016
2024;10;103750675
2023;2;40974985
2024;3;19676899
2024;8;30689364
2023;12;20037102
2023;4;12301194
2023;11;66295388
2024;8;22889595
2024;12;88915452
2024;10;34982392
2023;9;108785898
2023;8;79251896
2024;1;73475808
2024;8;52175190
2023;8;24664170
2024;1;137268096
2024;8;74954715
2023;6;101564950
2023;8;28281554
2023;2;56894943
2024;12;47478810
2024;5;8823390
2023;11;9340265
2023;6;30927335
2023;5;70843992
2024;1;9682022
2023;10;44962985
2023;7;29161630
2024;9;6310730
2023;3;108138048
2023;6;4339188
2024;3;61343898
2023;5;104207472
2023;5;60633524
2023;2;141096802
2024;8;55962336
2023;5;118588578
2023;3;88370660
2023;7;38881472
2024;12;83576985
2024;8;6007542
2023;5;59970236
2023;4;119957887
2024;7;24677275
2023;1;128194514
2023;1;106282470
2023;7;4096300
2023;12;71018024
2023;11;43941632
2023;3;122424701
2023;5;19667692
2024;5;8022091
2023;8;103987866
2024;6;35216560
2024;2;31753600
2024;5;9022101
2024;10;60767378
2024;1;140059206
2023;12;6043410
2023;5;44041984
2023;6;16739804
2023;6;60327020
2023;11;4914748
2024;3;39019234
2024;10;102337055
2024;1;139070666
2024;9;38510470
2024;2;110215062
2024;1;35284116
2023;9;53966250
2023;3;52190574
2024;9;31879800
2023;1;17064404
2024;11;28322793
2023;6;60945684
2023;1;75839370
2024;3;101605050
2023;11;54702426
2024;8;18252160
2024;10;20131142
2023;5;39381908
2024;10;37270252
2023;4;16858034
2024;3;29508668
2024;9;8016086
2023;11;12388888
2023;10;17405124
2023;10;24914388
2023;7;16879735
2023;1;16869764
2024;3;24846090
2023;1;8670988
2023;1;43861125
2023;3;29287776
2023;1;119569500
2024;3;35998516
2023;10;50522592
2024;4;59687728
2023;2;52752900
2024;4;45726534
2024;12;68016408
2023;12;92051670
2024;1;99495535
2023;8;31212405
2024;3;23742335
2023;8;24622218
2024;10;14365320
2024;3;53432925
2023;9;16751071
2024;3;6288128
2024;9;53429901
2024;12;8510373
2024;11;8230953
2023;6;81177836
2023;6;15868946
2024;5;24475176
2023;5;20030722
2023;12;23701911
2024;9;22080085
2023;12;46407060
2023;11;18172011
2023;9;54088710
2023;9;70073064
2023;8;90919300
2023;8;34182684
2023;5;53716600
2023;4;14985217
2024;10;8304322
2023;12;63189644
2023;7;30071930
2023;3;27301638
2023;1;104113968
2023;8;17508082
2023;12;21648330
2023;3;18261912
2024;7;30065656
2024;1;55111404
2024;12;19095028
2023;9;18293373
2024;11;58727952
2024;7;55556412
2023;3;8548498
2024;9;6449218
2024;5;34681212
2023;1;7625188
2024;9;44649155
2023;12;26872827
2023;2;107194074
2024;11;40856915
2024;11;103355777
2024;6;36830572
2024;6;13449009
2023;9;45152232
2023;2;71953032
2024;4;24053802
2024;10;27635028
2023;5;71481556
2024;7;23706519
2024;12;61039482
2023;6;25531548
2024;8;142786154
2023;3;9526584
2024;6;47911284
2024;11;78313756
2024;4;28674852
2024;8;19636772
2023;11;106442982
2024;10;14960598
2023;3;110530758
2023;2;90409914
2024;4;83448180
2024;7;17355900
2023;5;55406199
2023;11;24361030
2024;8;90445895
2023;10;6100965
2024;1;15310892
2024;1;20289315
2024;2;88245785
2023;5;72466980
2024;2;42798280
2023;10;23267280
2024;12;59459869
2023;6;17260805
2023;12;80083352
2024;12;18968632
2024;4;60578034
2024;3;47364960
2023;4;12170025
2023;2;71234020
2023;3;115965136
2023;2;97895540
2024;7;17190000
2024;2;100676568
2023;8;12168666
2024;11;24080450
2023;10;34881728
2023;2;40432252
2023;10;66392212
2023;12;101705370
2024;2;28446309
2024;4;9748350
2023;11;5570001
2023;11;58904013
2024;2;4024894
2023;2;19664896
2023;10;31538927
2024;2;38824550
2023;6;25911279
2024;3;91535595
2023;4;18880348
2024;1;91737860
2024;11;47589432
2023;12;103924602
2024;9;109820088
2023;12;59571585
2024;2;52253646
2024;5;31801372
2023;5;57868678
2024;8;18921500
2024;8;119584962
2023;12;31906980
2024;2;35666898
2024;11;9963804
2024;10;34289954
2023;4;8203700
2023;4;109151400
2023;9;45228264
2023;10;12929150
2023;1;4120441
2023;4;91279715
2023;6;12840924
2024;2;44451470
2024;10;49923267
2023;1;11787910
2024;8;12702648
2023;4;24494958
2023;2;67425828
2024;5;54415098
2024;4;23766665
2023;3;16416822
2023;5;75188140
2023;6;27883005
2023;8;33467830
2024;11;35826988
2023;4;105917413
2023;3;108434662
2023;11;25637517
2024;11;51783678
2023;8;24597564
2023;7;104247558
2024;5;107759064
2023;3;51134436
2023;7;84275490
2023;8;17760476
2023;12;53083856
2024;8;27927940
2023;6;36586796
2024;7;142249198
2023;4;33487000
2023;9;47365050
2023;1;81130848
2023;9;21661140
2024;9;54742219
2024;12;35769176
2023;6;141634927
2024;9;45065660
2023;11;30956228
2024;9;46786480
2023;9;29816002
2023;2;19511883
2024;6;102458514
2023;6;16961808
2024;9;51546324
2023;8;28343445
2024;7;116599315
2023;2;121020165
2024;7;72028736
2023;9;19663622
2024;2;14284572
2023;1;24288840
2024;4;19791809
2024;1;14626831
2023;1;8037248
2023;10;39347035
2024;8;35679484
2023;11;74784580
2024;4;29916537
2023;3;17693228
2024;2;36395638
2023;5;116690462
2024;11;17105260
2023;6;60050973
2024;6;73092976
2024;5;27829353
2023;1;39315490
2023;5;8985330
2023;6;45176283
2023;10;40787928
2023;5;16388198
2023;11;119538804
2023;7;52040415
2023;4;8085280
2024;8;19649584
2023;10;38250075
2023;6;32370478
2023;6;21681960
2024;5;33433440
2023;12;42102998
2023;7;9296704
2024;5;126928375
2023;11;123399990
2024;5;76194925
2023;9;47369605
2024;1;55216428
2023;3;137526515
2024;4;53707362
2024;8;58660107
2024;9;37455332
2023;5;17040154
2023;5;66024371
2023;5;12979502
2024;6;67685152
2023;9;16861441
2023;12;88103250
2024;8;103612950
2024;2;17721484
2024;2;17298676
2023;5;58709463
2023;1;27459102
2024;11;75938170
2024;5;40881330
2024;12;92329670
2023;4;85613715
2023;12;59897712
2024;8;22774640
2023;9;17274746
2023;2;20493464
2023;10;19272888
2023;10;59862884
2023;5;15191218
2023;12;59279523
2023;4;51010620
2023;3;28031550
2023;10;19742719
2024;1;39834018
2023;11;68611856
2023;11;13406622
2023;8;15697140
2023;2;30777024
2023;6;60112564
2024;9;18444816
2023;9;17940419
2024;6;82668960
2024;12;45648770
2023;10;52229253
2023;11;43099815
2024;6;116201631
2023;5;5585351
2024;12;27547980
2023;8;40105342
2023;4;64037407
2024;10;7557775
2023;4;27880125
2024;10;17734262
2023;11;101942134
2023;8;15209437
2023;3;120337620
2023;8;18586568
2024;9;45248943
2023;5;33242222
2023;7;22213412
2023;4;8794302
2024;2;39598210
2023;4;50558478
2023;3;16788504
2023;10;45660320
2023;10;52223409
2024;5;30121686
2024;6;82962155
2024;6;15222284
2023;11;19602543
2023;6;39679493
2023;8;61465160
2024;9;20416915
2024;7;18367536
2023;10;101451426
2024;6;125878200
2024;6;27957873
2024;6;31708680
2024;7;22211188
2024;10;83633530
2024;4;69750724
2023;6;104409318
2024;2;123490885
2023;6;86308815
2023;2;31840568
2023;5;86136220
2024;4;87637194
2024;6;41864592
2024;5;9535650
2023;3;33515856
2024;5;32430415
2023;7;84591600
2023;11;39865280
2024;6;28620935
2024;10;45208116
2023;4;16688301
2024;1;17338905
2024;1;77300445
2024;7;42467670
2024;1;39883050
2023;5;59597655
2024;4;50345364
2023;10;36741520
2023;1;12909159
2024;4;36174196
2024;4;37299632
2023;8;33920016
2024;7;92084544
2023;4;22971816
2023;12;19514460
2024;12;80210624
2024;8;32175336
2024;3;40622704
2024;6;30111221
2024;5;90016152
2023;4;36161082
2024;2;101031594
2024;3;37149012
2023;5;44390103
2024;8;36714854
2024;11;73363868
2023;6;26738856
2023;10;45587320
2023;9;59585112
2024;11;27713412
2024;5;4075095
2024;3;91400508
2024;12;85397085
2024;12;26423412
2023;10;34055304
2023;10;53675124
2023;7;29612488
2024;11;44022981
2023;11;55841093
2023;3;46734876
2023;7;16896256
2024;12;16674612
2024;10;15086838
2023;3;27120228
2024;1;8012217
2023;1;33801712
2023;11;71000848
2023;12;37033192
2024;11;38681970
2023;6;106639274
2023;12;52632030
2024;7;52082508
2024;5;15373794
2023;2;40098443
2024;5;68680040
2023;2;23521821
2024;10;36915624
2024;2;35043696
2023;4;79602400
2023;7;7702048
2023;9;117300546
2024;7;23267404
2023;8;137217983
2023;6;52344483
2023;5;74441530
2024;9;124286372
2023;3;13616697
2023;3;37475628
2023;7;9340516
2023;11;85238670
2023;5;59495328
2023;12;30619598
2023;8;37360014
2024;4;87103330
2024;8;7771280
2024;1;34944310
2024;5;47075815
2024;12;32130944
2023;12;8921272
2024;10;23987619
2023;7;59407008
2024;6;21219695
2023;11;29469552
2023;1;139349420
2024;8;18632328
2023;2;124865895
2023;5;8262973
2024;1;71471940
2024;6;46368025
2024;2;59359824
2023;5;81400908
2023;3;24111948
2024;8;36527776
2023;2;14572714
2023;1;123029144
2024;11;12224282
2024;10;44267415
2023;3;46607778
2024;8;36568650
2024;3;25750410
2024;10;40858992
2024;9;41973932
2024;5;20235396
2024;2;137551456
2024;9;33139568
2023;7;83540965
2024;6;24770536
2023;2;14881801
2024;8;71647512
2023;8;17192394
2024;2;84043840
2024;1;109478070
2023;9;54665142
2024;8;8700716
2023;5;50145501
2023;9;29014972
2024;3;34100780
2023;6;101548420
2024;6;12282357
2024;5;121645266
2023;7;33533913
2024;9;15336451
2024;7;9970520
2023;9;46278420
2024;11;102717000
2023;11;72751225
2024;4;24800975
2023;6;17497058
2024;8;29745382
2024;6;110690556
2023;7;50655039
2024;8;34071408
2023;7;104999814
2023;4;53586801
2024;12;43404760
2023;4;13749498
2023;7;36673580
2023;3;45562410
2023;5;29069462
2024;6;46376598
2023;11;8458368
2024;6;4196141
2023;5;4364244
2023;5;12822680
2024;4;35245260
2023;10;42047445
2023;12;100403736
2023;10;50504088
2023;3;60942236
2023;1;16683286
2023;10;17968107
2024;4;40127514
2024;1;52354932
2023;10;19436280
2024;7;79752992
2023;6;49309602
2024;8;26392986
2024;7;29162960
2023;4;33293362
2024;11;24656253
2024;10;24787734
2023;3;44763957
2024;4;45052326
2024;3;72767916
2023;4;126231322
2023;8;105214974
2024;1;79107616
2024;12;16717206
2024;12;46397562
2023;2;120638640
2023;12;23871783
2024;11;30022056
2024;8;79642016
2023;12;24866226
2023;6;143060456
2024;6;78451948
2023;5;20436624
2023;11;27451338
2024;6;34595904
2023;9;89417820
2024;6;29050005
2024;12;47410115
2023;11;27849300
2023;6;4007273
2024;12;15177318
2023;8;101386260
2023;4;25127516
2024;12;88516725
2024;6;56318801
2023;3;15241495
2024;10;24055989
2024;7;102567864
2023;3;98141390
2023;9;6217934
2023;6;45563739
2024;12;38104140
2023;1;23017435
2023;2;18167062
2024;12;54988920
2023;7;123352446
2024;12;41512051
2023;7;21897660
2023;9;27458457
2024;4;33571524
2023;8;18350751
2024;1;64578948
2024;5;40244714
2023;8;71330608
2023;8;31694621
2023;8;26024142
2023;1;16128946
2024;2;20061458
2024;7;53646355
2023;5;27585660
2024;11;21050620
2024;4;29027859
2023;5;108681672
2023;9;16784667
2024;4;140607453
2024;12;23211100
2023;9;27019896
2024;1;46372146
2024;2;102190242
2023;11;67851052
2023;5;121125900
2023;3;9219206
2023;10;88428410
2023;8;60570711
2024;8;101292230
2023;1;90146505
2023;3;33180648
2023;8;36762300
2024;10;100169300
2023;12;40358262
2024;3;66637224
2024;2;90778880
2023;1;59838107
2023;8;84108610
2023;1;89233200
2024;7;14881263
2024;1;137096995
2024;8;72995280
2023;8;34317516
2024;5;8723059
2024;1;101521044
2024;1;5997661
2023;8;35353984
2024;3;104164032
2023;5;51376497
2023;12;76322225
2023;10;23049212
2024;3;32055052
2023;6;92324660
2023;1;11006934
2024;10;11569484
2023;1;33924496
2023;6;88311054
2023;2;45720465
2023;11;29081598
2024;1;120630160
2023;8;105417546
2023;7;118504169
2024;9;65450427
2023;3;58663659
2023;7;35819644
2024;4;52875639
2024;10;60644478
2023;4;39970878
2023;4;29688700
2024;2;34665407
2024;12;35867572
2023;2;17913645
2023;5;88355550
2024;6;53460043
2023;2;19198884
2024;9;59369800
2024;4;9347055
2024;3;110201460
2024;5;8104876
2024;8;9108980
2023;6;52010661
2024;1;79794816
2024;10;44628531
2023;8;8540464
2023;6;5826524
2023;5;86055585
2024;1;30922252
2024;12;19577872
2024;1;34771752
2024;3;58010386
2024;12;7970203
2024;6;35442912
2024;5;51609585
2024;11;87414570
2023;7;62929265
2024;3;4962089
2024;4;79387936
2024;7;92162415
2024;12;19929951
2024;11;26970366
2023;8;13058826
2023;8;60236372
2023;7;83520900
2024;7;38758854
2023;2;16980695
2023;3;22056655
2024;9;60931654
2023;10;115984967
2024;2;8816304
2024;1;23279596
2023;1;77308725
2024;5;108190446
2023;8;43592675
2023;5;100865316
2023;12;14613746
2023;9;128022790
2024;5;128002938
2024;2;24688928
2024;12;79825900
2024;3;34083532
2024;10;75387565
2023;6;104265378
2023;7;102392256
2024;3;120914234
2023;11;38221245
2023;3;19628446
2024;2;5656821
2023;4;36303660
2023;3;59955396
2023;11;8933634
2024;10;142176272
2024;3;34829092
2023;12;27854940
2023;7;53528925
2024;12;51741852
2023;6;124814606
2023;4;27376242
2024;12;18925470
2023;12;73198992
2024;10;40330190
2024;3;51716604
2023;7;16080328
2024;4;25523340
2023;3;40692312
2024;5;40052008
2023;9;14695064
2024;7;8873590
2024;9;7892974
2023;4;27972660
2024;11;5877607
2023;10;80638968
2023;2;17619398
2023;6;14771814
2023;9;122903532
2024;1;15467323
2024;7;16088340
2024;5;19084797
2024;5;19065560
2023;6;59528244
2023;8;9123020
2023;12;46317830
2023;10;30222494
2024;2;78498220
2023;11;8885302
2023;7;45978045
2023;7;102159250
2024;8;45172998
2023;10;58645110
2023;6;101630739
2023;3;78793764
2023;12;16970265
2024;7;17003893
2023;4;69352368
2024;3;126735973
2024;9;143302180
2023;6;16596255
2023;3;15387055
2023;3;7998824
2024;7;50106840
2024;4;52984686
2024;12;17999688
2024;10;57481753
2023;6;24437397
2023;10;14798967
2024;7;16586560
2024;1;100662025
2023;11;18326982
2023;5;52836081
2024;4;81069632
2023;5;137130882
2024;8;43765988
